timestamp_utc,model_id,allocation_mode,action,action_source,allocation_state,fallback_used,fallback_reason,submit_orders,orders_allowed,rebalance_reason,cancel_open_orders,cancel_status,cancelled_orders,account_status,portfolio_value,equity,cash,n_target_symbols,n_planned_orders,n_submitted_orders,metadata_winning_variant
2026-05-13T20:10:29.368057+00:00,br_ppo_crypto_v7,ppo,v7_symbolic_optuna_06__long_top,ppo_ensemble_model,ppo_proxy_state_exact_shape,false,,true,false,rebalance_wait_elapsed_days_4_threshold_10,false,not_requested,0,connected,1005909.82,1005909.82,0.0,3,0,0,V7_Ultimate_YahooOnly_Sharpe_Factory__fixed__v7_symbolic_optuna_00__long_top
