timestamp_utc,symbol,side,notional,target_value,current_value,delta_value,order_type,time_in_force,submitted,alpaca_order_id,status,submitted_at
2026-05-09T14:07:43.301203+00:00,BIL,buy,100000.0,100000.0,0.0,100000.0,market,day,True,f0357231-9e7b-4608-9c71-3e5db3b06226,accepted,2026-05-09T14:07:43.602029+00:00
2026-05-09T14:07:43.301241+00:00,QQQ,buy,300000.0,300000.0,0.0,300000.0,market,day,True,3d119adb-b762-4f06-95bd-a9b0481c07a9,accepted,2026-05-09T14:07:43.902267+00:00
2026-05-09T14:07:43.301248+00:00,SPY,buy,600000.0,600000.0,0.0,600000.0,market,day,True,4bffc0af-c04e-49af-b4b1-805120431953,accepted,2026-05-09T14:07:44.463931+00:00
2026-05-09T14:32:46.910282+00:00,BIL,buy,100000.0,100000.0,0.0,100000.0,market,day,True,a1230cfa-4518-4b7d-bc84-25f4b74027db,accepted,2026-05-09T14:32:47.100387+00:00
2026-05-09T14:32:46.910321+00:00,QQQ,buy,300000.0,300000.0,0.0,300000.0,market,day,True,ecaadc31-0430-4762-89c9-8754edba5fdf,accepted,2026-05-09T14:32:47.701228+00:00
2026-05-09T14:32:46.910328+00:00,SPY,buy,600000.0,600000.0,0.0,600000.0,market,day,True,d1abd1b1-d311-4578-86d5-dc982a4aad56,accepted,2026-05-09T14:32:48.075614+00:00
